GEONAME,LNTITLE,GEOID,CVAP_EST
"Wexford County, Michigan",Black or African American and White,05000US26165,4
"Wexford County, Michigan",American Indian or Alaska Native and Black or African American,05000US26165,20
"Wexford County, Michigan",Remainder of Two or More Race Responses,05000US26165,10
"Wexford County, Michigan",Hispanic or Latino,05000US26165,340
"Aitkin County, Minnesota",Total,05000US27001,12960
"Aitkin County, Minnesota",Not Hispanic or Latino,05000US27001,12845
"Aitkin County, Minnesota",American Indian or Alaska Native Alone,05000US27001,210
"Aitkin County, Minnesota",Asian Alone,05000US27001,25
"Aitkin County, Minnesota",Black or African American Alone,05000US27001,45
"Aitkin County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27001,4
"Aitkin County, Minnesota",White Alone,05000US27001,12390
"Aitkin County, Minnesota",American Indian or Alaska Native and White,05000US27001,115
"Aitkin County, Minnesota",Asian and White,05000US27001,15
"Aitkin County, Minnesota",Black or African American and White,05000US27001,25
"Aitkin County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27001,15
"Aitkin County, Minnesota",Remainder of Two or More Race Responses,05000US27001,4
"Aitkin County, Minnesota",Hispanic or Latino,05000US27001,110
"Anoka County, Minnesota",Total,05000US27003,248515
"Anoka County, Minnesota",Not Hispanic or Latino,05000US27003,243400
"Anoka County, Minnesota",American Indian or Alaska Native Alone,05000US27003,1530
"Anoka County, Minnesota",Asian Alone,05000US27003,7955
"Anoka County, Minnesota",Black or African American Alone,05000US27003,9165
"Anoka County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27003,95
"Anoka County, Minnesota",White Alone,05000US27003,221005
"Anoka County, Minnesota",American Indian or Alaska Native and White,05000US27003,1320
"Anoka County, Minnesota",Asian and White,05000US27003,890
"Anoka County, Minnesota",Black or African American and White,05000US27003,1020
"Anoka County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27003,65
"Anoka County, Minnesota",Remainder of Two or More Race Responses,05000US27003,350
"Anoka County, Minnesota",Hispanic or Latino,05000US27003,5115
"Becker County, Minnesota",Total,05000US27005,24855
"Becker County, Minnesota",Not Hispanic or Latino,05000US27005,24595
"Becker County, Minnesota",American Indian or Alaska Native Alone,05000US27005,1650
"Becker County, Minnesota",Asian Alone,05000US27005,85
"Becker County, Minnesota",Black or African American Alone,05000US27005,105
"Becker County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27005,10
"Becker County, Minnesota",White Alone,05000US27005,22330
"Becker County, Minnesota",American Indian or Alaska Native and White,05000US27005,380
"Becker County, Minnesota",Asian and White,05000US27005,10
"Becker County, Minnesota",Black or African American and White,05000US27005,20
"Becker County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27005,0
"Becker County, Minnesota",Remainder of Two or More Race Responses,05000US27005,15
"Becker County, Minnesota",Hispanic or Latino,05000US27005,255
"Beltrami County, Minnesota",Total,05000US27007,33765
"Beltrami County, Minnesota",Not Hispanic or Latino,05000US27007,33325
"Beltrami County, Minnesota",American Indian or Alaska Native Alone,05000US27007,5760
"Beltrami County, Minnesota",Asian Alone,05000US27007,165
"Beltrami County, Minnesota",Black or African American Alone,05000US27007,180
"Beltrami County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27007,30
"Beltrami County, Minnesota",White Alone,05000US27007,26635
"Beltrami County, Minnesota",American Indian or Alaska Native and White,05000US27007,465
"Beltrami County, Minnesota",Asian and White,05000US27007,20
"Beltrami County, Minnesota",Black or African American and White,05000US27007,60
"Beltrami County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27007,10
"Beltrami County, Minnesota",Remainder of Two or More Race Responses,05000US27007,4
"Beltrami County, Minnesota",Hispanic or Latino,05000US27007,440
"Benton County, Minnesota",Total,05000US27009,29185
"Benton County, Minnesota",Not Hispanic or Latino,05000US27009,28815
"Benton County, Minnesota",American Indian or Alaska Native Alone,05000US27009,80
"Benton County, Minnesota",Asian Alone,05000US27009,270
"Benton County, Minnesota",Black or African American Alone,05000US27009,530
"Benton County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27009,0
"Benton County, Minnesota",White Alone,05000US27009,27720
"Benton County, Minnesota",American Indian or Alaska Native and White,05000US27009,140
"Benton County, Minnesota",Asian and White,05000US27009,20
"Benton County, Minnesota",Black or African American and White,05000US27009,45
"Benton County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27009,0
"Benton County, Minnesota",Remainder of Two or More Race Responses,05000US27009,4
"Benton County, Minnesota",Hispanic or Latino,05000US27009,375
"Big Stone County, Minnesota",Total,05000US27011,4025
"Big Stone County, Minnesota",Not Hispanic or Latino,05000US27011,4005
"Big Stone County, Minnesota",American Indian or Alaska Native Alone,05000US27011,0
"Big Stone County, Minnesota",Asian Alone,05000US27011,0
"Big Stone County, Minnesota",Black or African American Alone,05000US27011,10
"Big Stone County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27011,0
"Big Stone County, Minnesota",White Alone,05000US27011,3990
"Big Stone County, Minnesota",American Indian or Alaska Native and White,05000US27011,4
"Big Stone County, Minnesota",Asian and White,05000US27011,0
"Big Stone County, Minnesota",Black or African American and White,05000US27011,0
"Big Stone County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27011,0
"Big Stone County, Minnesota",Remainder of Two or More Race Responses,05000US27011,0
"Big Stone County, Minnesota",Hispanic or Latino,05000US27011,20
"Blue Earth County, Minnesota",Total,05000US27013,51120
"Blue Earth County, Minnesota",Not Hispanic or Latino,05000US27013,50065
"Blue Earth County, Minnesota",American Indian or Alaska Native Alone,05000US27013,185
"Blue Earth County, Minnesota",Asian Alone,05000US27013,605
"Blue Earth County, Minnesota",Black or African American Alone,05000US27013,1105
"Blue Earth County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27013,10
"Blue Earth County, Minnesota",White Alone,05000US27013,47545
"Blue Earth County, Minnesota",American Indian or Alaska Native and White,05000US27013,70
"Blue Earth County, Minnesota",Asian and White,05000US27013,225
"Blue Earth County, Minnesota",Black or African American and White,05000US27013,225
"Blue Earth County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27013,25
"Blue Earth County, Minnesota",Remainder of Two or More Race Responses,05000US27013,70
"Blue Earth County, Minnesota",Hispanic or Latino,05000US27013,1055
"Brown County, Minnesota",Total,05000US27015,19590
"Brown County, Minnesota",Not Hispanic or Latino,05000US27015,19155
"Brown County, Minnesota",American Indian or Alaska Native Alone,05000US27015,20
"Brown County, Minnesota",Asian Alone,05000US27015,65
"Brown County, Minnesota",Black or African American Alone,05000US27015,35
"Brown County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27015,15
"Brown County, Minnesota",White Alone,05000US27015,18960
"Brown County, Minnesota",American Indian or Alaska Native and White,05000US27015,4
"Brown County, Minnesota",Asian and White,05000US27015,40
"Brown County, Minnesota",Black or African American and White,05000US27015,4
"Brown County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27015,0
"Brown County, Minnesota",Remainder of Two or More Race Responses,05000US27015,15
"Brown County, Minnesota",Hispanic or Latino,05000US27015,435
"Carlton County, Minnesota",Total,05000US27017,27250
"Carlton County, Minnesota",Not Hispanic or Latino,05000US27017,26945
"Carlton County, Minnesota",American Indian or Alaska Native Alone,05000US27017,1280
"Carlton County, Minnesota",Asian Alone,05000US27017,90
"Carlton County, Minnesota",Black or African American Alone,05000US27017,460
"Carlton County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27017,4
"Carlton County, Minnesota",White Alone,05000US27017,24545
"Carlton County, Minnesota",American Indian or Alaska Native and White,05000US27017,380
"Carlton County, Minnesota",Asian and White,05000US27017,35
"Carlton County, Minnesota",Black or African American and White,05000US27017,95
"Carlton County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27017,40
"Carlton County, Minnesota",Remainder of Two or More Race Responses,05000US27017,15
"Carlton County, Minnesota",Hispanic or Latino,05000US27017,305
"Carver County, Minnesota",Total,05000US27019,67910
"Carver County, Minnesota",Not Hispanic or Latino,05000US27019,66590
"Carver County, Minnesota",American Indian or Alaska Native Alone,05000US27019,120
"Carver County, Minnesota",Asian Alone,05000US27019,1410
"Carver County, Minnesota",Black or African American Alone,05000US27019,665
"Carver County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27019,0
"Carver County, Minnesota",White Alone,05000US27019,63855
"Carver County, Minnesota",American Indian or Alaska Native and White,05000US27019,165
"Carver County, Minnesota",Asian and White,05000US27019,205
"Carver County, Minnesota",Black or African American and White,05000US27019,100
"Carver County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27019,10
"Carver County, Minnesota",Remainder of Two or More Race Responses,05000US27019,55
"Carver County, Minnesota",Hispanic or Latino,05000US27019,1325
"Cass County, Minnesota",Total,05000US27021,22415
"Cass County, Minnesota",Not Hispanic or Latino,05000US27021,22195
"Cass County, Minnesota",American Indian or Alaska Native Alone,05000US27021,1945
"Cass County, Minnesota",Asian Alone,05000US27021,75
"Cass County, Minnesota",Black or African American Alone,05000US27021,60
"Cass County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27021,4
"Cass County, Minnesota",White Alone,05000US27021,19750
"Cass County, Minnesota",American Indian or Alaska Native and White,05000US27021,280
"Cass County, Minnesota",Asian and White,05000US27021,10
"Cass County, Minnesota",Black or African American and White,05000US27021,10
"Cass County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27021,35
"Cass County, Minnesota",Remainder of Two or More Race Responses,05000US27021,20
"Cass County, Minnesota",Hispanic or Latino,05000US27021,220
"Chippewa County, Minnesota",Total,05000US27023,8995
"Chippewa County, Minnesota",Not Hispanic or Latino,05000US27023,8785
"Chippewa County, Minnesota",American Indian or Alaska Native Alone,05000US27023,95
"Chippewa County, Minnesota",Asian Alone,05000US27023,25
"Chippewa County, Minnesota",Black or African American Alone,05000US27023,55
"Chippewa County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27023,4
"Chippewa County, Minnesota",White Alone,05000US27023,8575
"Chippewa County, Minnesota",American Indian or Alaska Native and White,05000US27023,20
"Chippewa County, Minnesota",Asian and White,05000US27023,4
"Chippewa County, Minnesota",Black or African American and White,05000US27023,4
"Chippewa County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27023,0
"Chippewa County, Minnesota",Remainder of Two or More Race Responses,05000US27023,10
"Chippewa County, Minnesota",Hispanic or Latino,05000US27023,210
"Chisago County, Minnesota",Total,05000US27025,40990
"Chisago County, Minnesota",Not Hispanic or Latino,05000US27025,40405
"Chisago County, Minnesota",American Indian or Alaska Native Alone,05000US27025,175
"Chisago County, Minnesota",Asian Alone,05000US27025,175
"Chisago County, Minnesota",Black or African American Alone,05000US27025,575
"Chisago County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27025,4
"Chisago County, Minnesota",White Alone,05000US27025,39045
"Chisago County, Minnesota",American Indian or Alaska Native and White,05000US27025,255
"Chisago County, Minnesota",Asian and White,05000US27025,110
"Chisago County, Minnesota",Black or African American and White,05000US27025,35
"Chisago County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27025,0
"Chisago County, Minnesota",Remainder of Two or More Race Responses,05000US27025,25
"Chisago County, Minnesota",Hispanic or Latino,05000US27025,585
"Clay County, Minnesota",Total,05000US27027,45940
"Clay County, Minnesota",Not Hispanic or Latino,05000US27027,44665
"Clay County, Minnesota",American Indian or Alaska Native Alone,05000US27027,480
"Clay County, Minnesota",Asian Alone,05000US27027,305
"Clay County, Minnesota",Black or African American Alone,05000US27027,705
"Clay County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27027,20
"Clay County, Minnesota",White Alone,05000US27027,42480
"Clay County, Minnesota",American Indian or Alaska Native and White,05000US27027,325
"Clay County, Minnesota",Asian and White,05000US27027,205
"Clay County, Minnesota",Black or African American and White,05000US27027,75
"Clay County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27027,15
"Clay County, Minnesota",Remainder of Two or More Race Responses,05000US27027,55
"Clay County, Minnesota",Hispanic or Latino,05000US27027,1275
"Clearwater County, Minnesota",Total,05000US27029,6555
"Clearwater County, Minnesota",Not Hispanic or Latino,05000US27029,6500
"Clearwater County, Minnesota",American Indian or Alaska Native Alone,05000US27029,510
"Clearwater County, Minnesota",Asian Alone,05000US27029,20
"Clearwater County, Minnesota",Black or African American Alone,05000US27029,10
"Clearwater County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27029,10
"Clearwater County, Minnesota",White Alone,05000US27029,5820
"Clearwater County, Minnesota",American Indian or Alaska Native and White,05000US27029,115
"Clearwater County, Minnesota",Asian and White,05000US27029,10
"Clearwater County, Minnesota",Black or African American and White,05000US27029,4
"Clearwater County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27029,0
"Clearwater County, Minnesota",Remainder of Two or More Race Responses,05000US27029,4
"Clearwater County, Minnesota",Hispanic or Latino,05000US27029,55
"Cook County, Minnesota",Total,05000US27031,4225
"Cook County, Minnesota",Not Hispanic or Latino,05000US27031,4160
"Cook County, Minnesota",American Indian or Alaska Native Alone,05000US27031,280
"Cook County, Minnesota",Asian Alone,05000US27031,25
"Cook County, Minnesota",Black or African American Alone,05000US27031,4
"Cook County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27031,15
"Cook County, Minnesota",White Alone,05000US27031,3775
"Cook County, Minnesota",American Indian or Alaska Native and White,05000US27031,60
"Cook County, Minnesota",Asian and White,05000US27031,0
"Cook County, Minnesota",Black or African American and White,05000US27031,0
"Cook County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27031,0
"Cook County, Minnesota",Remainder of Two or More Race Responses,05000US27031,4
"Cook County, Minnesota",Hispanic or Latino,05000US27031,65
"Cottonwood County, Minnesota",Total,05000US27033,8510
"Cottonwood County, Minnesota",Not Hispanic or Latino,05000US27033,8290
"Cottonwood County, Minnesota",American Indian or Alaska Native Alone,05000US27033,40
"Cottonwood County, Minnesota",Asian Alone,05000US27033,135
"Cottonwood County, Minnesota",Black or African American Alone,05000US27033,50
"Cottonwood County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27033,0
"Cottonwood County, Minnesota",White Alone,05000US27033,8010
"Cottonwood County, Minnesota",American Indian or Alaska Native and White,05000US27033,15
"Cottonwood County, Minnesota",Asian and White,05000US27033,25
"Cottonwood County, Minnesota",Black or African American and White,05000US27033,10
"Cottonwood County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27033,0
"Cottonwood County, Minnesota",Remainder of Two or More Race Responses,05000US27033,0
"Cottonwood County, Minnesota",Hispanic or Latino,05000US27033,220
"Crow Wing County, Minnesota",Total,05000US27035,48915
"Crow Wing County, Minnesota",Not Hispanic or Latino,05000US27035,48395
"Crow Wing County, Minnesota",American Indian or Alaska Native Alone,05000US27035,410
"Crow Wing County, Minnesota",Asian Alone,05000US27035,140
"Crow Wing County, Minnesota",Black or African American Alone,05000US27035,155
"Crow Wing County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27035,0
"Crow Wing County, Minnesota",White Alone,05000US27035,47365
"Crow Wing County, Minnesota",American Indian or Alaska Native and White,05000US27035,165
"Crow Wing County, Minnesota",Asian and White,05000US27035,55
"Crow Wing County, Minnesota",Black or African American and White,05000US27035,50
"Crow Wing County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27035,0
"Crow Wing County, Minnesota",Remainder of Two or More Race Responses,05000US27035,50
"Crow Wing County, Minnesota",Hispanic or Latino,05000US27035,520
"Dakota County, Minnesota",Total,05000US27037,293485
"Dakota County, Minnesota",Not Hispanic or Latino,05000US27037,284160
"Dakota County, Minnesota",American Indian or Alaska Native Alone,05000US27037,700
"Dakota County, Minnesota",Asian Alone,05000US27037,10175
"Dakota County, Minnesota",Black or African American Alone,05000US27037,12580
"Dakota County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27037,45
"Dakota County, Minnesota",White Alone,05000US27037,256475
"Dakota County, Minnesota",American Indian or Alaska Native and White,05000US27037,1295
"Dakota County, Minnesota",Asian and White,05000US27037,945
"Dakota County, Minnesota",Black or African American and White,05000US27037,1405
"Dakota County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27037,105
"Dakota County, Minnesota",Remainder of Two or More Race Responses,05000US27037,435
"Dakota County, Minnesota",Hispanic or Latino,05000US27037,9325
"Dodge County, Minnesota",Total,05000US27039,14530
"Dodge County, Minnesota",Not Hispanic or Latino,05000US27039,14170
"Dodge County, Minnesota",American Indian or Alaska Native Alone,05000US27039,45
"Dodge County, Minnesota",Asian Alone,05000US27039,45
"Dodge County, Minnesota",Black or African American Alone,05000US27039,50
"Dodge County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27039,0
"Dodge County, Minnesota",White Alone,05000US27039,13960
"Dodge County, Minnesota",American Indian or Alaska Native and White,05000US27039,40
"Dodge County, Minnesota",Asian and White,05000US27039,4
"Dodge County, Minnesota",Black or African American and White,05000US27039,15
"Dodge County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27039,4
"Dodge County, Minnesota",Remainder of Two or More Race Responses,05000US27039,4
"Dodge County, Minnesota",Hispanic or Latino,05000US27039,360
"Douglas County, Minnesota",Total,05000US27041,28940
"Douglas County, Minnesota",Not Hispanic or Latino,05000US27041,28670
"Douglas County, Minnesota",American Indian or Alaska Native Alone,05000US27041,105
"Douglas County, Minnesota",Asian Alone,05000US27041,70
"Douglas County, Minnesota",Black or African American Alone,05000US27041,155
"Douglas County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27041,0
"Douglas County, Minnesota",White Alone,05000US27041,28210
"Douglas County, Minnesota",American Indian or Alaska Native and White,05000US27041,55
"Douglas County, Minnesota",Asian and White,05000US27041,70
"Douglas County, Minnesota",Black or African American and White,05000US27041,4
"Douglas County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27041,0
"Douglas County, Minnesota",Remainder of Two or More Race Responses,05000US27041,4
"Douglas County, Minnesota",Hispanic or Latino,05000US27041,270
"Faribault County, Minnesota",Total,05000US27043,10870
"Faribault County, Minnesota",Not Hispanic or Latino,05000US27043,10550
"Faribault County, Minnesota",American Indian or Alaska Native Alone,05000US27043,10
"Faribault County, Minnesota",Asian Alone,05000US27043,40
"Faribault County, Minnesota",Black or African American Alone,05000US27043,15
"Faribault County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27043,0
"Faribault County, Minnesota",White Alone,05000US27043,10385
"Faribault County, Minnesota",American Indian or Alaska Native and White,05000US27043,80
"Faribault County, Minnesota",Asian and White,05000US27043,4
"Faribault County, Minnesota",Black or African American and White,05000US27043,10
"Faribault County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27043,4
"Faribault County, Minnesota",Remainder of Two or More Race Responses,05000US27043,0
"Faribault County, Minnesota",Hispanic or Latino,05000US27043,320
"Fillmore County, Minnesota",Total,05000US27045,15710
"Fillmore County, Minnesota",Not Hispanic or Latino,05000US27045,15615
"Fillmore County, Minnesota",American Indian or Alaska Native Alone,05000US27045,15
"Fillmore County, Minnesota",Asian Alone,05000US27045,25
"Fillmore County, Minnesota",Black or African American Alone,05000US27045,55
"Fillmore County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27045,4
"Fillmore County, Minnesota",White Alone,05000US27045,15460
"Fillmore County, Minnesota",American Indian or Alaska Native and White,05000US27045,25
"Fillmore County, Minnesota",Asian and White,05000US27045,20
"Fillmore County, Minnesota",Black or African American and White,05000US27045,4
"Fillmore County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27045,4
"Fillmore County, Minnesota",Remainder of Two or More Race Responses,05000US27045,4
"Fillmore County, Minnesota",Hispanic or Latino,05000US27045,95
"Freeborn County, Minnesota",Total,05000US27047,23290
"Freeborn County, Minnesota",Not Hispanic or Latino,05000US27047,22040
"Freeborn County, Minnesota",American Indian or Alaska Native Alone,05000US27047,35
"Freeborn County, Minnesota",Asian Alone,05000US27047,130
"Freeborn County, Minnesota",Black or African American Alone,05000US27047,175
"Freeborn County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27047,4
"Freeborn County, Minnesota",White Alone,05000US27047,21515
"Freeborn County, Minnesota",American Indian or Alaska Native and White,05000US27047,100
"Freeborn County, Minnesota",Asian and White,05000US27047,60
"Freeborn County, Minnesota",Black or African American and White,05000US27047,10
"Freeborn County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27047,0
"Freeborn County, Minnesota",Remainder of Two or More Race Responses,05000US27047,10
"Freeborn County, Minnesota",Hispanic or Latino,05000US27047,1250
"Goodhue County, Minnesota",Total,05000US27049,35025
"Goodhue County, Minnesota",Not Hispanic or Latino,05000US27049,34710
"Goodhue County, Minnesota",American Indian or Alaska Native Alone,05000US27049,360
"Goodhue County, Minnesota",Asian Alone,05000US27049,155
"Goodhue County, Minnesota",Black or African American Alone,05000US27049,280
"Goodhue County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27049,0
"Goodhue County, Minnesota",White Alone,05000US27049,33650
"Goodhue County, Minnesota",American Indian or Alaska Native and White,05000US27049,135
"Goodhue County, Minnesota",Asian and White,05000US27049,15
"Goodhue County, Minnesota",Black or African American and White,05000US27049,75
"Goodhue County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27049,0
"Goodhue County, Minnesota",Remainder of Two or More Race Responses,05000US27049,45
"Goodhue County, Minnesota",Hispanic or Latino,05000US27049,320
"Grant County, Minnesota",Total,05000US27051,4620
"Grant County, Minnesota",Not Hispanic or Latino,05000US27051,4550
"Grant County, Minnesota",American Indian or Alaska Native Alone,05000US27051,20
"Grant County, Minnesota",Asian Alone,05000US27051,4
"Grant County, Minnesota",Black or African American Alone,05000US27051,0
"Grant County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27051,0
"Grant County, Minnesota",White Alone,05000US27051,4475
"Grant County, Minnesota",American Indian or Alaska Native and White,05000US27051,20
"Grant County, Minnesota",Asian and White,05000US27051,15
"Grant County, Minnesota",Black or African American and White,05000US27051,15
"Grant County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27051,0
"Grant County, Minnesota",Remainder of Two or More Race Responses,05000US27051,4
"Grant County, Minnesota",Hispanic or Latino,05000US27051,65
"Hennepin County, Minnesota",Total,05000US27053,865350
"Hennepin County, Minnesota",Not Hispanic or Latino,05000US27053,842805
"Hennepin County, Minnesota",American Indian or Alaska Native Alone,05000US27053,5300
"Hennepin County, Minnesota",Asian Alone,05000US27053,40080
"Hennepin County, Minnesota",Black or African American Alone,05000US27053,83465
"Hennepin County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27053,220
"Hennepin County, Minnesota",White Alone,05000US27053,695785
"Hennepin County, Minnesota",American Indian or Alaska Native and White,05000US27053,4495
"Hennepin County, Minnesota",Asian and White,05000US27053,3750
"Hennepin County, Minnesota",Black or African American and White,05000US27053,6235
"Hennepin County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27053,865
"Hennepin County, Minnesota",Remainder of Two or More Race Responses,05000US27053,2615
"Hennepin County, Minnesota",Hispanic or Latino,05000US27053,22545
"Houston County, Minnesota",Total,05000US27055,14700
"Houston County, Minnesota",Not Hispanic or Latino,05000US27055,14610
"Houston County, Minnesota",American Indian or Alaska Native Alone,05000US27055,30
"Houston County, Minnesota",Asian Alone,05000US27055,65
"Houston County, Minnesota",Black or African American Alone,05000US27055,70
"Houston County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27055,4
"Houston County, Minnesota",White Alone,05000US27055,14335
"Houston County, Minnesota",American Indian or Alaska Native and White,05000US27055,30
"Houston County, Minnesota",Asian and White,05000US27055,30
"Houston County, Minnesota",Black or African American and White,05000US27055,0
"Houston County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27055,15
"Houston County, Minnesota",Remainder of Two or More Race Responses,05000US27055,30
"Houston County, Minnesota",Hispanic or Latino,05000US27055,90
"Hubbard County, Minnesota",Total,05000US27057,16065
"Hubbard County, Minnesota",Not Hispanic or Latino,05000US27057,15935
"Hubbard County, Minnesota",American Indian or Alaska Native Alone,05000US27057,260
"Hubbard County, Minnesota",Asian Alone,05000US27057,55
"Hubbard County, Minnesota",Black or African American Alone,05000US27057,50
"Hubbard County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27057,0
"Hubbard County, Minnesota",White Alone,05000US27057,15380
"Hubbard County, Minnesota",American Indian or Alaska Native and White,05000US27057,175
"Hubbard County, Minnesota",Asian and White,05000US27057,4
"Hubbard County, Minnesota",Black or African American and White,05000US27057,4
"Hubbard County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27057,0
"Hubbard County, Minnesota",Remainder of Two or More Race Responses,05000US27057,4
"Hubbard County, Minnesota",Hispanic or Latino,05000US27057,130
"Isanti County, Minnesota",Total,05000US27059,28825
"Isanti County, Minnesota",Not Hispanic or Latino,05000US27059,28435
"Isanti County, Minnesota",American Indian or Alaska Native Alone,05000US27059,100
"Isanti County, Minnesota",Asian Alone,05000US27059,200
"Isanti County, Minnesota",Black or African American Alone,05000US27059,130
"Isanti County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27059,0
"Isanti County, Minnesota",White Alone,05000US27059,27690
"Isanti County, Minnesota",American Indian or Alaska Native and White,05000US27059,180
"Isanti County, Minnesota",Asian and White,05000US27059,60
"Isanti County, Minnesota",Black or African American and White,05000US27059,60
"Isanti County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27059,10
"Isanti County, Minnesota",Remainder of Two or More Race Responses,05000US27059,10
"Isanti County, Minnesota",Hispanic or Latino,05000US27059,390
"Itasca County, Minnesota",Total,05000US27061,35560
"Itasca County, Minnesota",Not Hispanic or Latino,05000US27061,35285
"Itasca County, Minnesota",American Indian or Alaska Native Alone,05000US27061,1065
"Itasca County, Minnesota",Asian Alone,05000US27061,120
"Itasca County, Minnesota",Black or African American Alone,05000US27061,115
"Itasca County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27061,4
"Itasca County, Minnesota",White Alone,05000US27061,33510
"Itasca County, Minnesota",American Indian or Alaska Native and White,05000US27061,370
"Itasca County, Minnesota",Asian and White,05000US27061,30
"Itasca County, Minnesota",Black or African American and White,05000US27061,25
"Itasca County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27061,4
"Itasca County, Minnesota",Remainder of Two or More Race Responses,05000US27061,35
"Itasca County, Minnesota",Hispanic or Latino,05000US27061,275
"Jackson County, Minnesota",Total,05000US27063,7725
"Jackson County, Minnesota",Not Hispanic or Latino,05000US27063,7595
"Jackson County, Minnesota",American Indian or Alaska Native Alone,05000US27063,4
"Jackson County, Minnesota",Asian Alone,05000US27063,75
"Jackson County, Minnesota",Black or African American Alone,05000US27063,15
"Jackson County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27063,0
"Jackson County, Minnesota",White Alone,05000US27063,7465
"Jackson County, Minnesota",American Indian or Alaska Native and White,05000US27063,15
"Jackson County, Minnesota",Asian and White,05000US27063,15
"Jackson County, Minnesota",Black or African American and White,05000US27063,4
"Jackson County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27063,0
"Jackson County, Minnesota",Remainder of Two or More Race Responses,05000US27063,0
"Jackson County, Minnesota",Hispanic or Latino,05000US27063,130
"Kanabec County, Minnesota",Total,05000US27065,12345
"Kanabec County, Minnesota",Not Hispanic or Latino,05000US27065,12200
"Kanabec County, Minnesota",American Indian or Alaska Native Alone,05000US27065,120
"Kanabec County, Minnesota",Asian Alone,05000US27065,15
"Kanabec County, Minnesota",Black or African American Alone,05000US27065,35
"Kanabec County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27065,0
"Kanabec County, Minnesota",White Alone,05000US27065,11930
"Kanabec County, Minnesota",American Indian or Alaska Native and White,05000US27065,50
